Year,CO2(ppmv),CH4,Anomaly,Irish Anomaly
-343728,,389.3333333,,
-343802,,,-7.449999999999989,
-344115,,,-7.849999999999994,
-344370,204.8,,,
-344428,,,-7.650000000000006,
-344658,,391.3,,
-344731,,,-7.349999999999994,
-345034,,,-7.550000000000011,
-345253,,417.0,,
-345338,,,-7.150000000000006,
-345594,211.9,,,
-345636,,,-7.25,
-345901,,403.1,,
-345934,,,-7.75,
-346222,,421.3333333,,
-346232,,,-6.849999999999994,
-346525,,,-7.349999999999994,
-346818,,,-7.349999999999994,
-347095,,459.0,,
-347111,,,-6.25,
-347189,220.3,,,
-347395,,406.6666667,,
-347400,,,-6.949999999999989,
-347689,,,-7.550000000000011,
-347978,,,-7.449999999999989,
-348219,,391.8,,
-348256,,,-6.849999999999994,
-348505,,402.3333333,,
-348535,,,-5.25,
-348814,,,-6.550000000000011,
-349087,,,-6.050000000000011,
-349361,,,-6.150000000000006,
-349475,,414.2,,
-349635,,,-6.25,
-349726,221.1,,,
-349809,,403.3333333,,
-349917,,,-6.949999999999989,
-350199,,,-6.449999999999989,
-350481,,,-6.650000000000006,
-350695,,397.3,,
-350768,,,-6.75,
-351055,,,-6.75,
-351224,216.2,,,
-351272,,404.8,,
-351342,,,-6.550000000000011,
-351627,,,-6.650000000000006,
-351893,,395.3,,
-351913,,,-6.650000000000006,
-352199,,,-6.650000000000006,
-352462,209.4,,,
-352481,,,-6.550000000000011,
-352586,,405.8,,
-352763,,,-6.25,
-353045,,,-6.349999999999994,
-353255,,402.9,,
-353329,,,-6.150000000000006,
-353613,,,-7.050000000000011,
-353867,209.2,,,
-353891,,404.2,,
-353897,,,-7.550000000000011,
-354214,,,-7.75,
-354532,,,-7.849999999999994,
-354553,,420.4,,
-354850,,,-7.75,
-355164,,,-7.650000000000006,
-355244,,434.6,,
-355478,,,-7.349999999999994,
-355792,,,-7.449999999999989,
-355907,,431.1,,
-356104,,,-7.650000000000006,
-356417,,,-7.550000000000011,
-356624,,416.7,,
-356730,,,-7.75,
-357052,,,-7.75,
-357060,193.0,,,
-357252,,417.6,,
-357375,,,-8.050000000000011,
-357698,,,-7.550000000000011,
-357913,,456.2,,
-358012,,,-7.550000000000011,
-358327,,,-7.550000000000011,
-358562,,415.1,,
-358642,,,-6.949999999999989,
-358733,186.1,,,
-358946,,,-7.449999999999989,
-359251,,,-6.949999999999989,
-359271,,420.2,,
-359556,,,-7.550000000000011,
-359863,,,-6.550000000000011,
-359892,,465.9,,
-360170,,,-7.349999999999994,
-360478,,,-6.650000000000006,
-360490,,432.7,,
-360617,185.8,,,
-360771,,,-6.349999999999994,
-361065,,,-6.849999999999994,
-361092,,486.5,,
-361359,,,-7.150000000000006,
-361648,,,-5.949999999999989,
-361698,,413.3,,
-361937,,,-6.050000000000011,
-362226,,,-6.050000000000011,
-362318,,448.5,,
-362512,,,-6.449999999999989,
-362799,,,-6.150000000000006,
-362992,,416.2,,
-363086,,,-6.349999999999994,
-363240,201.2,,,
-363393,,,-7.150000000000006,
-363627,,460.1,,
-363700,,,-7.150000000000006,
-364008,,,-6.25,
-364256,,415.8,,
-364301,,,-6.25,
-364595,,,-6.550000000000011,
-364889,,,-6.449999999999989,
-364899,,403.1,,
-365189,,,-6.349999999999994,
-365480,,459.5,,
-365490,,,-6.75,
-365791,,,-6.449999999999989,
-366084,,,-6.150000000000006,
-366115,206.3,,,
-366124,,421.7,,
-366377,,,-6.050000000000011,
-366670,,,-6.25,
-366788,,421.8,,
-366975,,,-6.349999999999994,
-367280,,,-7.25,
-367373,,444.0,,
-367585,,,-6.75,
-367888,,,-6.349999999999994,
-367967,,517.9,,
-368192,,,-6.349999999999994,
-368496,,,-5.75,
-368546,,508.2,,
-368785,,,-6.050000000000011,
-369074,,,-6.050000000000011,
-369183,,491.1,,
-369364,,,-5.150000000000006,
-369435,201.9,,,
-369639,,,-5.449999999999989,
-369812,,501.6,,
-369915,,,-5.449999999999989,
-370191,,,-5.349999999999994,
-370377,,523.4,,
-370466,,,-5.449999999999989,
-370742,,,-5.050000000000011,
-370943,,540.3,,
-371018,,,-4.650000000000006,
-371271,,,-3.9499999999999886,
-371507,199.9,,,
-371516,,451.1,,
-371524,,,-4.349999999999994,
-371777,,,-4.849999999999994,
-372052,,,-5.150000000000006,
-372141,,445.2,,
-372328,,,-5.449999999999989,
-372604,,,-5.849999999999994,
-372835,,426.2,,
-372919,,,-6.949999999999989,
-373234,,,-6.75,
-373254,214.7,,,
-373500,,425.9,,
-373549,,,-6.650000000000006,
-373866,,,-6.449999999999989,
-374155,,432.9,,
-374183,,,-6.25,
-374500,,,-6.25,
-374756,,444.6,,
-374804,,,-6.050000000000011,
-375084,224.6,,,
-375108,,,-5.449999999999989,
-375379,,442.0,,
-375412,,,-5.75,
-375707,,,-5.349999999999994,
-376003,,,-5.550000000000011,
-376299,,,-5.050000000000011,
-376595,,,-5.949999999999989,
-376810,229.6,,,
-376891,,,-5.449999999999989,
-377168,,494.1,,
-377187,,,-5.050000000000011,
-377470,,,-4.849999999999994,
-377753,,,-4.849999999999994,
-377756,,484.5,,
-378036,,,-4.550000000000011,
-378303,,,-3.9499999999999886,
-378306,,547.7,,
-378570,,,-4.050000000000011,
-378837,,,-4.349999999999994,
-378913,,543.7,,
-379105,,,-4.150000000000006,
-379373,,,-4.050000000000011,
-379472,,547.9,,
-379642,,,-3.5500000000000114,
-379899,,,-3.6500000000000057,
-380005,,600.6,,
-380156,,,-3.75,
-380414,,,-3.6500000000000057,
-380596,,587.4,,
-380686,,,-4.650000000000006,
-380959,,,-4.349999999999994,
-380981,227.0,,,
-381175,,481.6,,
-381232,,,-4.25,
-381520,,,-5.050000000000011,
-381763,,536.4,,
-381809,,,-4.949999999999989,
-382098,,,-5.25,
-382340,,560.9,,
-382391,,,-4.75,
-382607,240.0,,,
-382684,,,-4.550000000000011,
-382907,,552.5,,
-382978,,,-4.349999999999994,
-383250,,,-3.5500000000000114,
-383501,,577.0,,
-383522,,,-4.050000000000011,
-383795,,,-4.150000000000006,
-384060,,,-3.5500000000000114,
-384079,,594.1,,
-384326,,,-3.3499999999999943,
-384333,239.1,,,
-384592,,,-3.25,
-384664,,637.3,,
-384842,,,-2.5500000000000114,
-385092,,,-3.1500000000000057,
-385227,,531.0,,
-385342,,,-3.75,
-385622,,,-4.050000000000011,
-385817,,462.7,,
-385874,246.8,,,
-385902,,,-4.650000000000006,
-386183,,,-4.650000000000006,
-386472,,452.4,,
-386492,,,-5.349999999999994,
-386801,,,-5.25,
-387111,,,-6.050000000000011,
-387165,,471.5,,
-387444,,,-5.949999999999989,
-387460,245.8,,,
-387777,,,-5.25,
-387821,,567.8,,
-388110,,,-5.449999999999989,
-388419,,,-4.849999999999994,
-388440,,525.2,,
-388728,,,-4.25,
-389024,,505.8,,
-389037,,,-4.349999999999994,
-389336,,,-4.550000000000011,
-389581,,488.4,,
-389635,,,-4.349999999999994,
-389935,,,-4.349999999999994,
-390195,,489.2,,
-390225,,,-3.9499999999999886,
-390337,258.1,,,
-390515,,,-3.75,
-390715,,498.4,,
-390806,,,-3.4499999999999886,
-391027,259.5,,,
-391075,,,-3.1500000000000057,
-391243,,484.9,,
-391345,,,-3.1500000000000057,
-391615,,,-2.6500000000000057,
-391748,,562.0,,
-391865,,,-2.4499999999999886,
-392053,273.6,,,
-392115,,,-2.25,
-392245,,549.6,,
-392366,,,-2.3499999999999943,
-392610,,,-1.9499999999999886,
-392727,,593.5,,
-392854,,,-2.25,
-392956,260.7,,,
-393098,,,-2.0500000000000114,
-393178,,585.2,,
-393324,,,-1.0500000000000114,
-393550,,,-0.9499999999999886,
-393604,,602.7,,
-393777,,,-1.75,
-394005,,,-1.3499999999999943,
-394107,,594.0,,
-394233,,,-1.25,
-394461,,,-0.9499999999999886,
-394573,,601.8,,
-394677,,,-0.9499999999999886,
-394893,,,-0.44999999999998863,
-394964,,590.1,,
-395109,,,-0.5500000000000114,
-395317,,,-0.3499999999999943,
-395388,,605.0,,
-395525,,,-0.3499999999999943,
-395734,,,0.15000000000000568,
-395811,,600.0,,
-395938,,,-0.3499999999999943,
-396143,,,-0.3499999999999943,
-396224,,612.3,,
-396325,276.3,,,
-396348,,,-1.0500000000000114,
-396559,,,-0.75,
-396644,,608.3,,
-396770,,,0.25,
-396982,,,0.15000000000000568,
-397070,,592.9,,
-397182,,,0.44999999999998863,
-397382,,,-0.25,
-397465,,580.4,,
-397582,,,0.05000000000001137,
-397781,,,0.15000000000000568,
-397858,,606.5,,
-397976,277.1,,,
-397981,,,0.25,
-398181,,,0.44999999999998863,
-398253,,606.8106312,,
-398367,,,0.9499999999999886,
-398553,,,1.3499999999999943,
-398642,,662.4,,
-398740,,,0.9499999999999886,
-398760,283.2,,,
-398929,,,0.5500000000000114,
-399028,,628.0,,
-399119,,,0.75,
-399309,,,1.5500000000000114,
-399385,,626.9,,
-399488,,,1.3499999999999943,
-399667,,,1.3499999999999943,
-399758,,633.3,,
-399847,,,1.3499999999999943,
-400025,,,1.3499999999999943,
-400139,,646.2,,
-400190,283.1,,,
-400203,,,1.9499999999999886,
-400381,,,1.25,
-400504,,642.0,,
-400559,,,1.5500000000000114,
-400737,,,1.8499999999999943,
-400865,,640.2,,
-400909,275.7,,,
-400916,,,1.9499999999999886,
-401086,,,2.3499999999999943,
-401229,,653.2,,
-401257,,,1.8499999999999943,
-401428,,,2.0500000000000114,
-401601,,681.2,,
-401602,,,1.75,
-401776,,,1.9499999999999886,
-401951,,664.0,1.8499999999999943,
-402128,,,1.4499999999999886,
-402304,,674.0,,
-402306,,,2.1500000000000057,
-402363,276.5,,,
-402484,,,1.8499999999999943,
-402665,,,1.6500000000000057,
-402715,,661.3,,
-402846,,,1.5500000000000114,
-403027,,,2.0500000000000114,
-403059,,662.9,,
-403112,280.5,,,
-403205,,,1.75,
-403383,,,2.25,
-403418,,659.0,,
-403561,,,2.25,
-403732,,,2.4499999999999886,
-403777,,699.9,,
-403904,,,2.5500000000000114,
-404076,,,2.0500000000000114,
-404119,,707.5,,
-404256,,,1.6500000000000057,
-404437,,,2.25,
-404503,,672.3345379,,
-404592,279.6,,,
-404618,,,1.9499999999999886,
-404791,,,2.8499999999999943,
-404873,,691.1,,
-404964,,,2.75,
-405138,,,1.8499999999999943,
-405222,,736.0,,
-405316,,,2.9499999999999886,
-405332,285.6,,,
-405494,,,1.9499999999999886,
-405593,,710.1,,
-405673,,,2.3499999999999943,
-405853,,,2.5500000000000114,
-405958,,681.0,,
-406033,,,2.0500000000000114,
-406213,,,1.9499999999999886,
-406359,,694.6,,
-406402,,,1.75,
-406592,,,2.0500000000000114,
-406740,,710.7,,
-406782,,,2.4499999999999886,
-406868,284.5,,,
-406966,,,2.4499999999999886,
-407115,,714.3,,
-407151,,,1.9499999999999886,
-407336,,,2.3499999999999943,
-407524,,699.4,,
-407526,,,2.1500000000000057,
-407648,274.7,,,
-407716,,,1.9499999999999886,
-407906,,,1.5500000000000114,
-407920,,709.7,,
-408106,,,1.9499999999999886,
-408306,,,1.6500000000000057,
-408357,,713.0,,
-408503,282.6,,,
-408507,,,1.5500000000000114,
-408713,,,1.75,
-408789,,701.2,,
-408920,,,1.3499999999999943,
-409127,,,1.4499999999999886,
-409221,,694.1,,
-409334,,,1.4499999999999886,
-409397,283.5,,,
-409542,,,1.8499999999999943,
-409661,,700.1,,
-409750,,,1.4499999999999886,
-409974,,,0.6500000000000057,
-410111,,711.5,,
-410199,,,0.5500000000000114,
-410424,,,0.75,
-410631,,658.9,,
-410656,,,0.6500000000000057,
-410889,,,0.44999999999998863,
-411117,,656.1,,
-411122,,,1.3499999999999943,
-411308,274.9,,,
-411350,,,0.75,
-411578,,,0.6500000000000057,
-411611,,690.3,,
-411806,,,0.9499999999999886,
-412044,,,0.75,
-412082,,695.7,,
-412260,264.9,,,
-412283,,,0.15000000000000568,
-412522,,,0.44999999999998863,
-412625,,676.6,,
-412764,,,0.6500000000000057,
-413007,,,0.3499999999999943,
-413131,,638.4,,
-413229,271.6,,,
-413250,,,0.3499999999999943,
-413493,,,0.8499999999999943,
-413618,,638.8,,
-413737,,,0.5500000000000114,
-413835,,619.7,,
-413981,,,0.5500000000000114,
-413995,276.4,,,
-414086,,623.1,,
-414225,,,0.3499999999999943,
-414309,,629.6,,
-414470,,,0.9499999999999886,
-414475,271.7,,,
-414621,,633.3,,
-414715,,,0.6500000000000057,
-414957,,,0.9499999999999886,
-415131,,633.7,,
-415199,,,1.1500000000000057,
-415307,,670.7,,
-415442,,,0.75,
-415490,273.4,,,
-415618,,646.5,,
-415690,,,0.75,
-415813,,668.2,,
-415938,,,1.0500000000000114,
-416006,271.8,,,
-416154,,635.0,,
-416186,,,0.44999999999998863,
-416366,,657.6,,
-416447,,,0.44999999999998863,
-416555,274.6,,,
-416671,,660.4,,
-416708,,,0.15000000000000568,
-416940,,654.8,,
-416970,,,1.25,
-417232,,,0.25,
-417415,,665.4,,
-417494,,,0.15000000000000568,
-417625,273.7,,,
-417724,,686.6,,
-417756,,,0.44999999999998863,
-417925,,673.9,,
-418030,,,-0.05000000000001137,
-418183,271.2,,,
-418290,,695.1,,
-418305,,,0.05000000000001137,
-418496,,678.2,,
-418580,,,0.25,
-418751,273.8,,,
-418791,,699.3,,
-418860,,,-0.05000000000001137,
-419140,,,-0.15000000000000568,
-419406,,702.7,,
-419421,,,-0.75,
-419614,,684.0,,
-419727,,,-0.5500000000000114,
-419962,268.6,,,
-420031,,688.8,,
-420033,,,-1.0500000000000114,
-420206,,671.8,,
-420340,,,-1.1500000000000057,
-420582,266.4,,,
-420596,,689.4,,
-420651,,,-0.75,
-420962,,,-0.6500000000000057,
-421069,,660.15,,
-421274,,,-1.1500000000000057,
-421275,270.6,,,
-421401,,648.6,,
-421599,,,-1.4499999999999886,
-421876,,622.2,,
-421924,,,-0.8499999999999943,
-422249,,,-1.1500000000000057,
-422265,,598.0,,
-422458,,603.5,,
-422546,,,-0.15000000000000568,
-422557,267.7,,,
-422766,,618.3,,
-422843,,,0.9499999999999886,
-422934,,605.2,,
-423016,,584.1,,
-423140,,,1.1500000000000057,
-423182,268.3,,,
-423223,,497.5,,
-423278,,502.8,,
-423418,,,0.75,
-423663,,507.7,,
-423696,,,0.3499999999999943,
-423790,270.8,,,
-423974,,,-0.25,
-424076,,456.6,,
-424287,270.0,,,
-424293,,,-0.25,
-424446,,462.6,,
-424612,,,-1.1500000000000057,
-424663,,458.7,,
-424671,265.4,,,
-424931,,,-2.0500000000000114,
-425131,,465.3260844,,
-425204,255.3,,,
-425292,,,-1.25,
-425435,,411.5,,
-425653,,,-1.8499999999999943,
-425900,,417.9,,
-425991,252.1,,,
-426015,,,-2.4499999999999886,
-426438,,,-3.6500000000000057,
-426828,,472.3,,
-426862,,,-3.5500000000000114,
-426890,248.2,,,
-427183,,405.7,,
-427228,242.5,,,
-427286,,,-4.75,
-427794,,,-3.75,
-427838,,382.3,,
-428082,,380.1,,
-428302,,,-5.449999999999989,
-428810,,,-5.650000000000006,
-428848,,384.5,,
-429073,219.7,,,
-429244,,393.6,,
-429457,,,-6.449999999999989,
-429964,,389.2,,
-430104,,,-6.949999999999989,
-430229,227.2,,,
-430751,,,-7.050000000000011,
-431120,,391.5,,
-431505,,,-7.349999999999994,
-431900,211.5,,,
-432151,,380.6,,
-432260,,,-7.050000000000011,
-432429,207.6,,,
-433015,,,-7.25,
-433365,,380.6,,
-433761,,,-6.949999999999989,
-433989,209.8,,,
-434507,,,-6.050000000000011,
-434512,,384.7,,
-435254,,,-7.050000000000011,
-435535,207.5,,,
-435708,,394.7,,
-436022,,,-7.349999999999994,
-436480,,391.5,,
-436790,,,-6.849999999999994,
-437113,200.3,,,
-437558,,,-7.550000000000011,
-438146,,404.5,,
-438334,,,-6.650000000000006,
-438709,201.7,,,
-438720,,400.0,,
-439110,,,-6.949999999999989,
-439886,,,-7.550000000000011,
-439925,,437.5059719,,
-440280,201.3,,,
-440698,,,-7.849999999999994,
-441117,,438.6666667,,
-441510,,,-7.349999999999994,
-441582,,439.0,,
-441894,202.0,,,
-442235,,491.0,,
-442322,,,-7.150000000000006,
-442632,,427.3333333,,
-443060,,,-7.349999999999994,
-443273,,408.6666667,,
-443381,199.1,,,
-443799,,,-7.25,
-443811,,452.0,,
-444538,,,-6.849999999999994,
-444629,,474.3333333,,
-444981,,506.3333333,,
-445192,,,-7.050000000000011,
-445269,201.1,,,
-445664,,427.3333333,,
-445846,,,-7.050000000000011,
-446500,,,-6.650000000000006,
-446509,203.5,,,
-446738,,388.6666667,,
-447077,,,-5.949999999999989,
-447621,208.1,,,
-447654,,,-6.650000000000006,
-447962,,381.0,,
-448232,,,-6.349999999999994,
-448692,201.7,,,
-448786,,,-6.349999999999994,
-449151,,383.7,,
-449340,,,-6.550000000000011,
-449797,201.2,,,
-449895,,,-6.349999999999994,
-450249,,402.6666667,,
-450398,,,-5.050000000000011,
-450785,204.9,,,
-450901,,,-5.150000000000006,
-451404,,,-5.449999999999989,
-451474,,426.3333333,,
-451825,201.9,,,
-451929,,,-6.449999999999989,
-451942,,486.0,,
-452454,,,-6.150000000000006,
-452735,,467.6666667,,
-452914,198.4,,,
-452979,,,-6.150000000000006,
-453290,,434.0,,
-453524,,,-6.449999999999989,
-454051,193.3,,,
-454060,,412.4,,
-454070,,,-6.75,
-454616,,,-5.550000000000011,
-455141,,,-5.949999999999989,
-455164,192.5,,,
-455474,,408.3333333,,
-455666,,,-6.75,
-455795,199.1,,,
-456192,,,-6.050000000000011,
-456258,204.3,,,
-456704,,,-6.050000000000011,
-456844,203.3,,,
-456941,,398.0,,
-457217,,,-5.650000000000006,
-457261,208.3,,,
-457730,,,-5.849999999999994,
-458209,,408.6666667,,
-458258,,,-6.25,
-458302,202.4,,,
-458767,,424.3333333,,
-458786,,,-7.050000000000011,
-459315,,,-7.75,
-459336,195.5,,,
-459597,,521.4,,
-459900,,,-7.550000000000011,
-460139,,463.0,,
-460464,190.7,,,
-460485,,,-7.949999999999989,
-460896,,491.3333333,,
-461071,,,-7.650000000000006,
-461576,194.4,,,
-461638,,,-7.349999999999994,
-462206,,,-7.25,
-462299,,447.6666667,,
-462649,199.9,,,
-462774,,,-7.150000000000006,
-463306,,,-6.349999999999994,
-463315,205.2,,,
-463651,210.0,,,
-463719,,442.0,,
-463838,,,-6.050000000000011,
-464370,,,-6.550000000000011,
-464682,208.1,,,
-464929,,,-6.349999999999994,
-465120,,490.9,,
-465488,,,-7.25,
-465727,,491.3333333,,
-465756,204.4,,,
-466048,,,-7.449999999999989,
-466429,,429.6666667,,
-466662,,,-7.550000000000011,
-466927,203.4,,,
-467276,,,-7.25,
-467473,,442.6666667,,
-467891,,,-7.050000000000011,
-468090,205.5,,,
-468500,,,-7.75,
-468522,,482.3333333,,
-468775,206.5,,,
-469109,,,-6.650000000000006,
-469250,215.5,,,
-469662,,481.8,,
-469718,,,-5.550000000000011,
-469874,218.7,,,
-470251,,,-6.349999999999994,
-470313,229.2,,,
-470675,,440.0,,
-470785,,,-5.449999999999989,
-470913,232.7,,,
-471267,243.7,,,
-471319,,,-4.349999999999994,
-471723,,456.0,,
-471757,,,-4.050000000000011,
-471850,243.9,,,
-472142,245.6,,,
-472195,,,-3.0500000000000114,
-472633,,,-3.75,
-472781,,474.6666667,,
-473024,241.2,,,
-473105,,,-4.650000000000006,
-473577,,,-5.349999999999994,
-473833,,504.1,,
-473975,233.1,,,
-474049,,,-6.25,
-474583,,,-5.849999999999994,
-474821,,517.0,,
-474999,232.8,,,
-475117,,,-4.949999999999989,
-475652,,,-4.349999999999994,
-475725,,528.0,,
-475991,236.6,,,
-476098,,,-3.8499999999999943,
-476544,,,-3.4499999999999886,
-476752,,496.0,,
-476942,239.1,,,
-476991,,,-3.25,
-477431,,,-3.9499999999999886,
-477452,236.5,,,
-477759,,531.1,,
-477825,231.3,,,
-477871,,,-4.449999999999989,
-478134,,503.6666667,,
-478312,,,-5.25,
-478378,220.8,,,
-478687,,491.6666667,,
-478776,218.8,,,
-478805,,,-5.050000000000011,
-479298,,,-4.449999999999989,
-479602,,504.3333333,,
-479712,223.8,,,
-479791,,,-4.25,
-480248,,,-4.150000000000006,
-480457,,506.6666667,,
-480630,223.4,,,
-480705,,,-4.449999999999989,
-481163,,,-3.9499999999999886,
-481326,,516.4,,
-481445,227.3,,,
-481591,,,-3.75,
-482019,,,-3.3499999999999943,
-482155,,543.6666667,,
-482229,231.4,,,
-482447,,,-3.5500000000000114,
-482855,,,-3.1500000000000057,
-482970,,543.0,,
-482986,231.4,,,
-483263,,,-3.1500000000000057,
-483671,,,-2.75,
-483717,231.2,,,
-483767,,568.6666667,,
-484058,,,-2.9499999999999886,
-484446,,,-2.8499999999999943,
-484448,233.0,,,
-484505,,582.6,,
-484834,,,-2.75,
-485179,232.9,,,
-485214,,,-2.8499999999999943,
-485269,,583.3333333,,
-485595,,,-2.6500000000000057,
-485898,231.3,,,
-485976,,,-2.1500000000000057,
-485982,,615.3333333,,
-486328,,,-2.1500000000000057,
-486615,237.1,,,
-486681,,,-1.9499999999999886,
-486693,,624.0,,
-487034,,,-1.75,
-487352,242.0,,,
-487363,,,-1.9499999999999886,
-487433,,587.5,,
-487692,,,-0.75,
-487769,240.9,,,
-488022,,,-1.8499999999999943,
-488076,252.8,,,
-488164,,558.3333333,,
-488356,,,-1.75,
-488544,249.3,,,
-488690,,,-1.5500000000000114,
-488783,242.6,,,
-488880,,584.0,,
-489025,,,-1.6500000000000057,
-489362,,,-1.75,
-489501,243.3,,,
-489656,,534.3333333,,
-489699,,,-2.1500000000000057,
-490037,,,-2.25,
-490204,246.7,,,
-490394,,,-2.5500000000000114,
-490438,,500.5,,
-490751,,,-2.5500000000000114,
-490913,243.7,,,
-491109,,,-2.75,
-491212,,500.0,,
-491476,,,-2.75,
-491643,239.7,,,
-491843,,,-2.75,
-491993,,517.0,,
-492211,,,-2.5500000000000114,
-492350,239.1,,,
-492581,,,-3.1500000000000057,
-492788,,495.6666667,,
-492951,,,-2.75,
-493074,238.3,,,
-493322,,,-3.0500000000000114,
-493563,,514.3,,
-493700,,,-3.0500000000000114,
-493775,238.5,,,
-494078,,,-3.0500000000000114,
-494322,,521.6666667,,
-494456,,,-2.8499999999999943,
-494494,237.6,,,
-494829,,,-2.9499999999999886,
-495059,,516.3333333,,
-495202,,,-3.0500000000000114,
-495237,236.4,,,
-495576,,,-3.1500000000000057,
-495823,,506.0,,
-495953,,,-2.8499999999999943,
-496015,236.5,,,
-496330,,,-3.1500000000000057,
-496576,,509.1,,
-496708,,,-3.0500000000000114,
-496787,232.8,,,
-497082,,,-3.1500000000000057,
-497326,,499.3333333,,
-497456,,,-2.9499999999999886,
-497576,230.6,,,
-497830,,,-2.9499999999999886,
-498068,,495.6666667,,
-498209,,,-3.4499999999999886,
-498354,230.8,,,
-498589,,,-3.4499999999999886,
-498826,,511.6666667,,
-498969,,,-3.4499999999999886,
-499133,228.2,,,
-499357,,,-3.5500000000000114,
-499620,,521.9,,
-499745,,,-3.6500000000000057,
-499911,230.8,,,
-500134,,,-3.9499999999999886,
-500298,,517.3333333,,
-500522,,,-3.3499999999999943,
-500687,231.2,,,
-500910,,,-3.5500000000000114,
-501088,,515.3333333,,
-501299,,,-3.6500000000000057,
-501468,232.0,,,
-501681,,,-3.5500000000000114,
-501854,,549.0,,
-502064,,,-3.3499999999999943,
-502227,232.2,,,
-502447,,,-3.6500000000000057,
-502529,,566.4,,
-502827,,,-3.1500000000000057,
-502961,234.1,,,
-503205,,524.0,,
-503208,,,-3.5500000000000114,
-503589,,,-4.150000000000006,
-503734,233.9,,,
-503998,,579.3333333,,
-504004,,,-4.449999999999989,
-504419,,,-4.349999999999994,
-504533,235.5,,,
-504741,,601.3333333,,
-504835,,,-4.050000000000011,
-505234,,,-3.8499999999999943,
-505362,236.0,,,
-505449,,573.2,,
-505634,,,-3.75,
-506034,,,-3.6500000000000057,
-506165,,582.0,,
-506167,238.2,,,
-506429,,,-3.6500000000000057,
-506824,,,-4.050000000000011,
-506956,,556.6666667,,
-506990,237.0,,,
-507220,,,-5.150000000000006,
-507659,,,-5.050000000000011,
-507714,,533.3333333,,
-507834,240.3,,,
-508098,,,-4.849999999999994,
-508491,,519.6,,
-508538,,,-4.949999999999989,
-508702,233.4,,,
-508961,,,-4.75,
-509239,,495.0,,
-509384,,,-4.849999999999994,
-509562,236.4,,,
-509807,,,-4.949999999999989,
-509975,,487.0,,
-510229,,,-5.050000000000011,
-510413,235.2,,,
-510652,,,-5.050000000000011,
-510716,,486.0,,
-511075,,,-4.849999999999994,
-511254,242.0,,,
-511447,,488.3,,
-511485,,,-4.75,
-511896,,,-4.75,
-512083,238.2,,,
-512168,,496.3333333,,
-512307,,,-4.849999999999994,
-512707,,,-4.650000000000006,
-512855,,507.0,,
-512897,239.2,,,
-513108,,,-4.050000000000011,
-513509,,,-4.150000000000006,
-513544,,519.3333333,,
-513700,241.5,,,
-513807,,482.6666667,,
-513903,,,-4.349999999999994,
-514178,,477.4,,
-514297,,,-4.25,
-514453,,501.3333333,,
-514470,243.0,,,
-514691,,,-3.75,
-514821,,508.0,,
-515062,,,-3.3499999999999943,
-515204,247.2,,,
-515433,,,-3.3499999999999943,
-515467,,507.3333333,,
-515804,,,-3.75,
-515926,246.2,,,
-516095,,512.3333333,,
-516184,,,-3.6500000000000057,
-516564,,,-3.6500000000000057,
-516650,245.5,,,
-516721,,499.1,,
-516945,,,-2.8499999999999943,
-517306,,,-3.3499999999999943,
-517379,245.3,,,
-517667,,,-2.75,
-518029,,,-2.8499999999999943,
-518123,247.7,,,
-518389,,,-2.75,
-518647,,524.0,,
-518749,,,-2.75,
-518871,245.5,,,
-519109,,,-2.5500000000000114,
-519310,,521.9,,
-519468,,,-2.75,
-519624,243.5,,,
-519827,,,-2.6500000000000057,
-519954,,535.0,,
-520187,,,-2.5500000000000114,
-520545,,,-2.75,
-520639,,516.0,,
-520903,,,-2.3499999999999943,
-521261,,,-3.1500000000000057,
-521366,,533.6666667,,
-521632,,,-2.6500000000000057,
-521851,241.9,,,
-522003,,,-2.6500000000000057,
-522127,,517.8,,
-522374,,,-2.6500000000000057,
-522620,236.8,,,
-522757,,,-2.75,
-522872,,533.6666667,,
-523140,,,-4.050000000000011,
-523387,235.8,,,
-523523,,,-3.75,
-523635,,538.0,,
-523929,,,-3.75,
-524157,233.7,,,
-524335,,,-3.4499999999999886,
-524364,,541.0,,
-524741,,,-3.6500000000000057,
-524945,230.3,,,
-525140,,528.9,,
-525152,,,-3.5500000000000114,
-525563,,,-4.050000000000011,
-525748,227.8,,,
-525928,,518.3333333,,
-525975,,,-3.4499999999999886,
-526243,,519.6666667,,
-526383,,,-3.4499999999999886,
-526566,224.7,,,
-526750,,463.6666667,,
-526792,,,-4.050000000000011,
-527201,,,-3.9499999999999886,
-527453,222.7,,,
-527615,,,-3.8499999999999943,
-527623,,440.6666667,,
-528029,,,-3.4499999999999886,
-528340,221.2,,,
-528443,,,-4.050000000000011,
-528618,,449.8,,
-528852,,,-3.6500000000000057,
-529251,220.3,,,
-529262,,,-3.3499999999999943,
-529672,,,-3.1500000000000057,
-529680,,420.3333333,,
-530071,,,-3.4499999999999886,
-530128,220.7,,,
-530471,,,-3.4499999999999886,
-530642,214.5,,,
-530766,,422.3333333,,
-530871,,,-4.150000000000006,
-531037,211.4,,,
-531324,,,-4.349999999999994,
-531604,204.4,,,
-531777,,,-4.949999999999989,
-531900,,458.0,,
-531982,200.0,,,
-532230,,,-5.650000000000006,
-532718,195.1,,,
-532777,,,-6.25,
-532968,,449.4,,
-533093,193.8,,,
-533325,,,-6.050000000000011,
-533745,190.5,,,
-533873,,,-6.650000000000006,
-534187,,490.3333333,,
